Location    Name
eastus2     Microsoft.Azure.Extensions.Testc0d7c3c5-23b8-489c-a5e0-ae87c681b696-20200101083539
eastus2     Microsoft.Azure.Extensions.Testc193f31a-5186-4e93-84f6-0e4ab87b73c1-20200107052937
eastus2     Microsoft.Azure.Extensions.Testc1c7e8dc-fa8c-47d9-8305-de6d1451b939-20200101085248
eastus2     Microsoft.Azure.Extensions.Testc1d0c917-e2ae-430c-a2ca-383fb0fda046-20191007235839
eastus2     Microsoft.Azure.Extensions.Testc23a3fbb-6e95-4c0d-94fc-c8ab14dddf1c-20191231151117
eastus2     Microsoft.Azure.Extensions.Testc2697630-6247-411a-94b3-c2974ad8cbee-20191007195417
eastus2     Microsoft.Azure.Extensions.Testc466b80f-670f-4383-89b8-44e0d509fa20-20191002000516
eastus2     Microsoft.Azure.Extensions.Testc5c8d9bd-75fa-4db3-9f34-5d7b7098584c-20191003203851
eastus2     Microsoft.Azure.Extensions.Testc8b6d14b-a5db-48e0-bfad-a2818d432bea-20200104083443
eastus2     Microsoft.Azure.Extensions.Testc933efa8-c553-4b93-884f-b7221d9ca789-20191228083750
eastus2     Microsoft.Azure.Extensions.Testcbe8ab80-46ef-49b1-a7bb-4e3d6e50e49f-20200104050811
eastus2     Microsoft.Azure.Extensions.Testccc0b5e6-9b0d-451a-8ac4-6f4af293b913-20200106092645
eastus2     Microsoft.Azure.Extensions.Testcec64786-04b1-487c-80ec-050da646fb1c-20191005123412
eastus2     Microsoft.Azure.Extensions.Testd104a52f-eba2-401d-8e7f-a841c90f7712-20191228083553
eastus2     Microsoft.Azure.Extensions.Testd724cea4-0d3c-4539-b2ff-be08fb23a67e-20200107083714
eastus2     Microsoft.Azure.Extensions.Testd8e60bac-27ff-4fba-90b8-732c9c5ff91c-20191228083751
eastus2     Microsoft.Azure.Extensions.Testd99db4a5-7683-4584-89ad-fefd711de284-20191004190210
eastus2     Microsoft.Azure.Extensions.Testd9b4309a-67bc-4cd8-ac47-094cb20ca6aa-20200101090202
eastus2     Microsoft.Azure.Extensions.Testda3320e0-28f2-4146-a002-e06296362711-20191004190115
eastus2     Microsoft.Azure.Extensions.Testda714121-3240-4253-90c3-48c43f115c90-20200102083419
eastus2     Microsoft.Azure.Extensions.Testdb357558-60b4-4ee3-9ec3-ba22c5d827fb-20191004020617
eastus2     Microsoft.Azure.Extensions.Testdc7230e9-df6d-4edd-a57c-ef7e0432c463-20191002011345
eastus2     Microsoft.Azure.Extensions.Testdccb59de-436f-4935-bed6-2e677dcaf36a-20200109111802
eastus2     Microsoft.Azure.Extensions.Testde985b23-9333-4f6e-a5e8-82025a38b2af-20200102083510
eastus2     Microsoft.Azure.Extensions.Teste271da3e-cbcb-4ee7-8770-f297f414451f-20191003015540
eastus2     Microsoft.Azure.Extensions.Teste4070edd-aec0-455d-8a79-aecdb7170b6d-20191007234642
eastus2     Microsoft.Azure.Extensions.Teste42f351a-4da0-4f0d-93e9-ef1d98e06659-20200108083633
eastus2     Microsoft.Azure.Extensions.Teste66ca23c-f4bf-4eb3-8418-139364d19e7d-20200107062643
eastus2     Microsoft.Azure.Extensions.Teste78b1ab2-1380-48ab-9923-0276cdb7198b-20191001224742
eastus2     Microsoft.Azure.Extensions.Teste8607e14-b4f8-472a-bd5b-893b8d9612e6-20200112045941
eastus2     Microsoft.Azure.Extensions.Teste980b80e-3add-42c0-bc98-a84020b2d128-20200108101640
eastus2     Microsoft.Azure.Extensions.Tested79dba9-2d38-4ea9-a01c-56e94b30ca7a-20191007195447
eastus2     Microsoft.Azure.Extensions.Testee9dcf5f-f7c4-4192-a8f4-28e9bc7d0f7c-20191001225005
eastus2     Microsoft.Azure.Extensions.Testefbb340a-b68b-4200-872b-d05e7d29f92d-20191007195432
eastus2     Microsoft.Azure.Extensions.Testf1fc0559-6740-48dd-9501-2b933c731d52-20200103083458
eastus2     Microsoft.Azure.Extensions.Testf41dfc97-bb51-4fba-86ca-a6f2695c415a-20200107050834
eastus2     Microsoft.Azure.Extensions.Testf5784447-83ed-4c00-8764-ea0f932aafa2-20200106085748
eastus2     Microsoft.Azure.Extensions.Testf6128ef6-c13c-420e-8088-0710888ce88b-20200109050003
eastus2     Microsoft.Azure.Extensions.Testf863ab2c-ada9-4646-84c7-1f83a82375d7-20191229033226
eastus2     Microsoft.Azure.Extensions.Testfac552a7-418f-4baa-8f51-d199ceff5c68-20200103050817
eastus2     Microsoft.Azure.Extensions.Testfb7be054-5c15-494f-822c-b64f9a36e2f3-20200105051753
eastus2     Microsoft.Azure.Extensions.Testfbcde44d-56a5-46fe-b012-c009b46bbbc3-20200106083514
eastus2     Microsoft.Azure.Extensions.Testfc5c7585-6c9a-4aa4-a7c4-1223a94e00c7-20200104083552
eastus2     Microsoft.Azure.FileServer.Edp
eastus2     Microsoft.Azure.Geneva
eastus2     Microsoft.Azure.KeyVault
eastus2     Microsoft.Azure.KeyVault.Edp
eastus2     Microsoft.Azure.Monitor.WorkloadInsights.Test
eastus2     Microsoft.Azure.Monitoring.DependencyAgent
eastus2     Microsoft.Azure.Monitoring.DependencyAgent.Edp
eastus2     Microsoft.Azure.Networking.SDN
eastus2     Microsoft.Azure.NetworkWatcher
eastus2     Microsoft.Azure.OpenSSH
eastus2     Microsoft.Azure.Performance.Diagnostics
eastus2     Microsoft.Azure.RecoveryServices
eastus2     Microsoft.Azure.RecoveryServices.Edp
eastus2     Microsoft.Azure.RecoveryServices.SiteRecovery
eastus2     Microsoft.Azure.RecoveryServices.SiteRecovery2
eastus2     Microsoft.Azure.RecoveryServices.WorkloadBackup
eastus2     Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp
eastus2     Microsoft.Azure.Security
eastus2     Microsoft.Azure.Security.AntimalwareSignature
eastus2     Microsoft.Azure.Security.AntimalwareSignature.Edp
eastus2     Microsoft.Azure.Security.Dsms
eastus2     Microsoft.Azure.Security.Edp
eastus2     Microsoft.Azure.Security.Monitoring
eastus2     Microsoft.Azure.Security.Monitoring.Test
eastus2     Microsoft.Azure.Security.Monitoring.Testing
eastus2     Microsoft.Azure.Security.Test
eastus2     Microsoft.Azure.ServiceFabric.MC.Test
eastus2     Microsoft.Azure.SiteRecovery.Stage
eastus2     Microsoft.Azure.SiteRecovery.Test
eastus2     Microsoft.Azure.SiteRecovery2.Test
eastus2     Microsoft.Azure.Test.Identity
eastus2     Microsoft.Azure.WindowsFabric.Test
eastus2     Microsoft.AzureCAT.AzureEnhancedMonitoring
eastus2     Microsoft.AzureCAT.AzureEnhancedMonitoring.Edp
eastus2     Microsoft.AzureCAT.AzureEnhancedMonitoringTest
eastus2     Microsoft.AzureMonitor.WorkloadInsights
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Canary
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Corp
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Linux.Test
eastus2     Microsoft.AzureMonitor.WorkloadInsights.LinuxTest
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Meya0206
eastus2     Microsoft.AzureMonitor.WorkloadInsights.MeyaCorp
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Test
eastus2     Microsoft.AzureMonitor.WorkloadInsights.Testing
eastus2     Microsoft.AzureSecurity.JITAccess
eastus2     Microsoft.CloudBackup.Workload.Extension
eastus2     Microsoft.CloudBackup.Workload.Extension.Edp
eastus2     Microsoft.Compute
eastus2     Microsoft.CPlat.Core
eastus2     Microsoft.CPlat.Core.Edp
eastus2     Microsoft.EnterpriseCloud.Monitoring
eastus2     Microsoft.EnterpriseCloud.Monitoring.Edp
eastus2     Microsoft.EnterpriseCloud.Monitoring.Test
eastus2     Microsoft.Golive.Extensions
eastus2     Microsoft.GuestConfig.Test
eastus2     Microsoft.GuestConfiguration
eastus2     Microsoft.GuestConfiguration.Edp
eastus2     Microsoft.GuestConfiguration.Test
eastus2     Microsoft.HpcCompute
eastus2     Microsoft.HpcCompute.Edp
eastus2     Microsoft.HpcPack
eastus2     Microsoft.ManagedIdentity
eastus2     Microsoft.ManagedServices
eastus2     Microsoft.OSTCExtensions
eastus2     Microsoft.OSTCExtensions.Edp
eastus2     Microsoft.OSTCExtensions.Test
eastus2     Microsoft.Powershell
eastus2     Microsoft.Powershell.Test
eastus2     Microsoft.Powershell.Test01
eastus2     Microsoft.SoftwareUpdateManagement.Test
eastus2     Microsoft.SqlServer.Managability.IaaS.Test
eastus2     Microsoft.SqlServer.Management
eastus2     Microsoft.SystemCenter
eastus2     Microsoft.TestSqlServer.Edp
eastus2     Microsoft.VisualStudio.Azure.ETWTraceListenerService
eastus2     Microsoft.VisualStudio.Azure.RemoteDebug
eastus2     Microsoft.VisualStudio.Azure.RemoteDebug.Json
eastus2     Microsoft.VisualStudio.ServiceProfiler
eastus2     Microsoft.VisualStudio.Services
eastus2     Microsoft.VisualStudio.WindowsAzure.DevTest
eastus2     Microsoft.VisualStudio.WindowsAzure.DevTest.Test
eastus2     Microsoft.VisualStudio.WindowsAzure.RemoteDebug
eastus2     Microsoft.Windows.Azure.Extensions
eastus2     Microsoft.Windows.AzureRemoteApp.Test
eastus2     Microsoft.Windows.RemoteDesktop
eastus2     Microsoft.WindowsAdminCenter
eastus2     Microsoft.WindowsAdminCenter.Test
eastus2     Microsoft.WindowsAzure.Compute
eastus2     Microsoft.WindowsAzure.Compute.test
eastus2     MicrosoftAzureSiteRecovery
eastus2     MicrosoftBizTalkServer
eastus2     MicrosoftDynamicsAX
eastus2     MicrosoftDynamicsGP
eastus2     MicrosoftHybridCloudStorage
eastus2     MicrosoftOSTC
eastus2     MicrosoftRServer
eastus2     MicrosoftSharePoint
eastus2     MicrosoftSQLServer
eastus2     MicrosoftTestLinuxPPS
eastus2     MicrosoftVisualStudio
eastus2     MicrosoftWindowsDesktop
eastus2     MicrosoftWindowsServer
eastus2     MicrosoftWindowsServerHPCPack
eastus2     microsoft_iot_edge
eastus2     microstrategy
eastus2     midasolutions
eastus2     midfin
eastus2     midvision
eastus2     mindcti
eastus2     miraclelinux
eastus2     miracl_linux
eastus2     miri-infotech-pvt-ltd
eastus2     mobilab
eastus2     modern-systems
eastus2     monitorcomputersystemsltd
eastus2     moogsoft
eastus2     moviemasher
eastus2     msopentech
eastus2     mtnfog
eastus2     multisoft-ab
eastus2     mvp-systems
eastus2     mwg_azure
eastus2     mxhero
eastus2     my-com
eastus2     narrativescience
eastus2     nasuni
eastus2     ncbi
eastus2     ndl
eastus2     nebbiolo-technologies-inc
eastus2     nec-technologies
eastus2     neo4j
eastus2     neowaybusinesssolutions-4956350
eastus2     netapp
eastus2     netatwork
eastus2     netfoundryinc
eastus2     netgate
eastus2     netikus-net-ltd
eastus2     netiq
eastus2     netka
eastus2     netscout
eastus2     netspi
eastus2     netsweeper
eastus2     networksexchangetechnologyltd
eastus2     netwrix
eastus2     netx
eastus2     neusoft-neteye
eastus2     nextronic-5290868
eastus2     nginxinc
eastus2     nicepeopleatwork
eastus2     niolabs-5229713
eastus2     nodejsapi
eastus2     norcominformationtechnologygmbhcokgaa
eastus2     norsync
eastus2     northbridge-secure
eastus2     nri
eastus2     ntt-data-intellilink-corporation
eastus2     nttdata
eastus2     nuco-networks
eastus2     numbersbelieve
eastus2     numtrallcpublisher
eastus2     nuxeo
eastus2     nvidia
eastus2     o2mc-real-time-data-platform
eastus2     objectivity-inc
eastus2     oceanblue-cloud
eastus2     OctopusDeploy.Tentacle
eastus2     odysseyconsultantsltd
eastus2     officeatwork-ag
eastus2     omega-software
eastus2     onapsis
eastus2     oncore_cloud_services-4944214
eastus2     onexgroup
eastus2     onspecta
eastus2     ontology
eastus2     onyx-point-inc
eastus2     op5
eastus2     open-connect-systems
eastus2     opencell
eastus2     OpenLogic
eastus2     openshotstudiosllc
eastus2     opentext
eastus2     openvpn
eastus2     opslogix
eastus2     option3
eastus2     Oracle
eastus2     oraylisbi
eastus2     orbs-network
eastus2     oriana
eastus2     orientdb
eastus2     oroinc
eastus2     osirium-ltd
eastus2     osisoft
eastus2     osnexus
eastus2     outsystems
eastus2     pacteratechnologiesinc
eastus2     paloaltonetworks
eastus2     panorama-necto
eastus2     panzura-file-system
eastus2     parallels
eastus2     parasoft
eastus2     pasifikciptamandiri
eastus2     passlogy
eastus2     paxata
eastus2     peer-software-inc
eastus2     penta-security-systems-inc
eastus2     percona
eastus2     pivotal
eastus2     plesk
eastus2     pnop
eastus2     portalarchitects
eastus2     portsysinc
eastus2     postgres-pro
eastus2     prestashop
eastus2     prestige_informatique-1090178
eastus2     prime-strategy
eastus2     primekey
eastus2     primestrategynewyorkinc
eastus2     pro-vision
eastus2     process-one
eastus2     processgold
eastus2     profecia
eastus2     Profiler.AgentOrchestrationRefactor.Test
eastus2     Profiler.Master.Test
eastus2     profisee
eastus2     protiviti
eastus2     ptc
eastus2     ptsecurity
eastus2     pulse-secure
eastus2     puppet
eastus2     PuppetLabs
eastus2     PuppetLabs.Test
eastus2     pydio
eastus2     pyramidanalytics
eastus2     qlik
eastus2     qore-technologies
eastus2     qs-solutions
eastus2     Qualys
eastus2     Qualys.LinuxAgent.GrayLabel
eastus2     Qualys.WindowsAgent.GrayLabel
eastus2     qualysguard
eastus2     quasardb
eastus2     qubole-inc
eastus2     quest
eastus2     racknap
eastus2     radiant-logic
eastus2     radware
eastus2     raincode
eastus2     rancher
eastus2     rapid7
eastus2     Rapid7.InsightPlatform
eastus2     rapidminer
eastus2     realm
eastus2     reblaze
eastus2     RedHat
eastus2     redpoint-global
eastus2     refinitiv
eastus2     refinitiv-4807503
eastus2     relevance-lab
eastus2     remotelearner
eastus2     res
eastus2     resco
eastus2     responder-corp
eastus2     revolution-analytics
eastus2     ribboncommunications
eastus2     RightScaleLinux
eastus2     RightScaleWindowsServer
eastus2     ringsoftwareresearchanddevelopmentinc1578946072257
eastus2     riverbed
eastus2     RiverbedTechnology
eastus2     rocketml
eastus2     rocketsoftware
eastus2     rohdeschwarzcybersecuritygmbh
eastus2     rohdeschwarzcybersecuritysas
eastus2     roktech
eastus2     rsa-security-llc
eastus2     rsk-labs
eastus2     rstudio-5237862
eastus2     rtts
eastus2     rubrik-inc
eastus2     s2ix
eastus2     saama
eastus2     saasame-limited
eastus2     safeticatechnologiessro
eastus2     saltstack
eastus2     samsungsds-cello
eastus2     sap
eastus2     scaidata
eastus2     scalearc
eastus2     scalegrid
eastus2     scality
eastus2     schrockeninc
eastus2     sci
eastus2     scientiamobile
eastus2     secureworks
eastus2     securosis
eastus2     semarchy
eastus2     semperis
eastus2     SentinelOne.LinuxExtension
eastus2     SentinelOne.WindowsExtension
eastus2     sentriumsl
eastus2     sentryone
eastus2     seppmailag
eastus2     service-control-inc
eastus2     shadow-soft
eastus2     shareshiftneeraj.test
eastus2     sightapps
eastus2     signal-sciences
eastus2     silver-peak-systems
eastus2     simmachinesinc
eastus2     simplifierag
eastus2     simpligov
eastus2     sinefa
eastus2     sios_datakeeper
eastus2     sisenseltd
eastus2     Site24x7
eastus2     sktelecom
eastus2     skyarc
eastus2     skylarkcloud
eastus2     smartbearsoftware
eastus2     smartmessage-autoflow
eastus2     snaplogic
eastus2     snapt-adc
eastus2     snips
eastus2     soasta
eastus2     softnas
eastus2     soha
eastus2     solanolabs
eastus2     solar-security
eastus2     solarwinds
eastus2     sonicwall-inc
eastus2     sophos
eastus2     south-river-technologies
eastus2     spacecurve
eastus2     spagobi
eastus2     sparklinglogic
eastus2     spektra
eastus2     sphere3d
eastus2     splunk
eastus2     sqlstream
eastus2     squaredup
eastus2     src-solution
eastus2     stackato-platform-as-a-service
eastus2     Stackify.LinuxAgent.Extension
eastus2     stackstorm
eastus2     startekfingerprintmatch
eastus2     starwind
eastus2     StatusMonitor2.Diagnostics.Test
eastus2     StatusReport.Diagnostics.Test
eastus2     stealthbits
eastus2     steelhive
eastus2     stonefly
eastus2     stormshield
eastus2     storreduce
eastus2     stratumn
eastus2     streamsets
eastus2     striim
eastus2     su
eastus2     sumologic
eastus2     sunatogmbh
eastus2     SUSE
eastus2     swoopanalytics
eastus2     Symantec
eastus2     Symantec.CloudWorkloadProtection
eastus2     Symantec.CloudWorkloadProtection.Test
eastus2     Symantec.CloudWorkloadProtection.TestOnStage
eastus2     Symantec.QA
eastus2     Symantec.staging
eastus2     Symantec.test
eastus2     Symantec.test.ru4mp1.latest
eastus2     symanteccorporation
eastus2     symantectest1
eastus2     synack-inc
eastus2     syncfusion
eastus2     syncfusionbigdataplatfor
eastus2     synechron-technologies
eastus2     synnexcorp
eastus2     tableau
eastus2     tactic
eastus2     talari-networks
eastus2     talena-inc
eastus2     talend
eastus2     talon
eastus2     tamrinc
eastus2     targit
eastus2     tata_communications
eastus2     tavanttechnologies
eastus2     tavendo
eastus2     te-systems
eastus2     techdivision
eastus2     techlatest
eastus2     tecknolab
eastus2     telepat
eastus2     teloscorporation
eastus2     tempered-networks-inc
eastus2     tenable
eastus2     teradata
eastus2     Teradici
eastus2     teramindinc
eastus2     Test.Gemalto.SafeNet.ProtectV
eastus2     Test.Gemalto.SafeNet.ProtectV.Azure
eastus2     Test.HP.AppDefender
eastus2     Test.Microsoft.VisualStudio.Services
eastus2     Test.NJHP.AppDefender
eastus2     Test.TrendMicro.DeepSecurity
eastus2     Test1.NJHP.AppDefender
eastus2     Test3.Microsoft.VisualStudio.Services
eastus2     testpro
eastus2     test_test_pmc2pc1
eastus2     thales-vormetric
eastus2     thefreebsdfoundation
eastus2     things-board
eastus2     thinprintgmbh
eastus2     thorntechnologiesllc
eastus2     thoughtspot-inc
eastus2     tibco-software
eastus2     tidal-migrations
eastus2     tidalmediainc
eastus2     tig
eastus2     tiger-technology
eastus2     tigergraph
eastus2     timextender
eastus2     tmaxsoft
eastus2     topicus
eastus2     torusware
eastus2     totemo
eastus2     townsend-security
eastus2     transvault
eastus2     trendmicro
eastus2     TrendMicro.DeepSecurity
eastus2     TrendMicro.PortalProtect
eastus2     tresorit
eastus2     trifacta
eastus2     tripwire-inc
eastus2     truestack
eastus2     tsa-public-service
eastus2     tunnelbiz
eastus2     twistlock
eastus2     typesafe
eastus2     ubeeko
eastus2     ubercloud
eastus2     ulex
eastus2     unifi-software
eastus2     uniprint-net
eastus2     unitrends
eastus2     unnisoft
eastus2     unravel-data
eastus2     unscramblsingaporepteltd-4999260
eastus2     untangle
eastus2     usp
eastus2     valtix
eastus2     varnish
eastus2     vaultive-inc
eastus2     vbot
eastus2     vectraaiinc
eastus2     veeam
eastus2     velocitydb-inc
eastus2     velocloud
eastus2     vemn
eastus2     veritas
eastus2     versanetworks
eastus2     versasec
eastus2     vidispine
eastus2     vidizmo
eastus2     vigyanlabs-innovations-pvt-ltd
eastus2     viptela
eastus2     vircom
eastus2     visualsoft-center
eastus2     vizixiotplatformretail001
eastus2     vmturbo
eastus2     vnomicinc
eastus2     volterraedgeservices
eastus2     Vormetric
eastus2     vte
eastus2     vu-llc
eastus2     vyulabsinc
eastus2     WAD2AI.Diagnostics.Test
eastus2     WAD2EventHub.Diagnostics.Test
eastus2     wallarm
eastus2     wallix
eastus2     wanos
eastus2     wanpath-dba-myworkdrive
eastus2     wardy-it-solutions
eastus2     warewolf-esb
eastus2     watchguard-technologies
eastus2     webaloinc
eastus2     websense-apmailpe
eastus2     websoft9inc
eastus2     wedoitllc
eastus2     westernoceansoftwaresprivatelimited
eastus2     wherescapesoftware
eastus2     winmagic_securedoc_cloudvm
eastus2     wmspanel
eastus2     workshare-technology
eastus2     world-programming
eastus2     worxogo
eastus2     wowza
eastus2     xcontentptyltd-1329748
eastus2     xendata-inc
eastus2     xfinityinc
eastus2     xtremedata
eastus2     xyzrd-group-ou
eastus2     yellowfin
eastus2     yokogawarentalleasecorporation
eastus2     your-shop-online
eastus2     z1
eastus2     z4it-aps
eastus2     zabbix
eastus2     zend
eastus2     zerodown_software
eastus2     zerto
eastus2     zettalane_systems-5254599
eastus2     zevenet
eastus2     zoomdata
eastus2     zscaler
